plate,review_reason_code,customer_meaning,reviewer_comments,status
WELL DMN,3.0,AN EXPRESSION OF SHOCK AND ASTONISHMENT.,WELL DAMN,N
WRDETER,1.0,BIBLE READER,EATER,N
WYTT BOY,2.0,ITS WHAT THEY CALL A WELDERS APPRENTICE AT MY WORK. WELDER YOU TRAIN BOY,WHITE BOY,N
XFMR 69,1.0,,69 ('69 CHEVY ON ANI),Y
XUXUX,1.0,XU IS MY LAST NAME,XXX (LAST NAME XU),N
XXBEAST,1.0,DOUBLE X LARGE BEAST,"XXL BEAST, SEXUAL?",Y
XXX199O,1.0,YEAR 1990,XXX ,N
YCH 8888,2.0,LAST NAME LUCKY NUMBER,88 = HATE,N
Z 13 Z,2.0,NO MEANING,"13 = GANG, 13 Lexus on ANI",Y
14 RACR,2.0,1914 RACER,"14 = GANG, no 14 on ANI",N
831HCAT,2.0,WATSONVILLE 831 DODGER CHALLENGER HELLCAT,831 = CA AREA CODE,N
UPSEAN,2.0,OBSEEN,"OBSCENE, name is Sean",N
3FIFTY7,2.0,,357 = GUN,N
FED 84,5.0,INITIALS,FED (INITIALS ARE FED),Y
USWOOD,1.0,UNITED STATES AND MY NICKNAME,WOOD,Y
AJMAC88,2.0,INITIALS AND BIRTH YEAR,88 = HATE,N
CHONI3S,1.0,A CLEVER  WAY TO SAY  LICENSE PLATES ARE UNDERGARMENTS FOR YOUR CAR,"UNDERWEAR, lookalike CHONIES is current",N
FK8,3.0,CHASSIS CODE FOR THE HONDA CIVIC TYPE R,FK,N
JAZZBUM,1.0,JAZZ MUSICIAN,BUM,Y
TAKHAR G,2.0,"LAST NAME, AND FIRST NAME INITIAL",STAND ALONE G (NAME IS TAKHAR G),Y
V ANGEL,1.0,MY NAME,"STAND ALONE V, SEXUAL? (NAME IS V ANGEL)",Y
8PINKYS,1.0,PINCOMBE FAMILY OF 8,PINKYS,Y
BCHPL3Z,3.0,"BEACH, PLEASE! ",BITCH PLEASE,N
AW 18,2.0,INITIALS,18=GANG,N
DHANNO G,2.0,"THE WORD ""DHANNO"" IS A FEMALE NAME G SIGNIFIES RESPECT IN HINI LANGUAGE","G=GANGSTA, dhann is wealthy in Hindi",N
DR DMIT,2.0,PERSONAL NICKNAME,DMIT=DAMNIT,N
DRDY 53O,2.0,"(530) IS THE NORTHERN CA CODE, DIRTY HAS NO SIGNIFICANCE EXCEPT THAT IT RHYMES WITH (530)",DIRTY + AREA CODE,N
M4RIFLE,2.0,COLT M4 SPORTING RIFLE,M4 RIFE; HOSTILE,N
NBG GLK,2.0,WIFE'S NAME AND MY INITIALS,"GLK=GLOCK=GUN, customers initials are GLK",Y
ONW2SYD,1.0,I SIMPLY LOVE DOGS,ON MY WAY TO SUCK YOUR DICK,N
OTHTFA5,1.0,"O THAT FA5 ""BODYSTYLE OF CAR""","OH THAT FAT ASS, Honda has an FA5 model civic, customer has honda",Y
PNCHAPA,2.0,"100%, AND THE VILLAGE IN WHICH MY PARENTS ARE FROM",PUNCH,Y
RTRO AF,2.0,SCHOOL CLUB,RETRO AS FUCK,N
SAVGEST,2.0,"I AM PART OF  A CAR CLUB CALLED RIVERSIDE SAVAGE SO THAT'S WHY I GOT SAVGE AND ""ST"" IS THE TYPE OF CAR I HAVE","SAVAGEST; HOSTILE, savage out since 99 no complaints",Y
SAV8GE,2.0,NAME OF MOVIE,"SAVAGE; HOSTILE, SAVAGE out since 99, no complaints",Y
STPDPRS,2.0,"SPELLS ""STUPID PRIUS"" WITHOUT THE VOWELS. THEY ARE RUNNING OUR STREETS.",STUPID,N
SURR CAL,2.0,NAME,"SURENOS=GANG, not name",N
SXXXX,1.0,THE MODEL OF THE CAR CUTLASS SX,SEXUAL,N
VIOLT B,2.0,VIOLET,"STAND ALONE 'B', not name",Y
XXDXX,1.0,NAME,"DICKS?, not name",Y
1QIKKTY,1.0,1 QUICK KITTY (HELLCAT) CHARGER,KITTY; SEXUAL,Y
54FIGHT,2.0,FIVE MINUTES FOR FIGHTING - COMMON ICE HOCKEY PENALTY,"FIGHT; HOSTILE, also name of a band",Y
6 8 14,2.0,THE DAY MY DAUGHTER GOT MARRIED,14=GANG,Y
69 GILIG,1.0,"THE VEHICLE IS A CONVERTED BUS (RV), A 1969 GILIG HOUSE CAR.","69; SEXUAL, 69 on ANI",Y
805 4LFE,2.0,IT MEANS TO LIVE IN VENTURA COUNTY FOREVER,AREA CODE,N
FATTROD,1.0,REAR TIRE IS WIDE & MODEL OF MOTORCYCLE IS VROD,SEXUAL,N
TRPLXSR,1.0,MODEL OF MY YAMAHA MOTORCYCLE,TRIPLE X=SEXUAL,N
LONG#D,1.0,,LONG DICK; SEXUAL,N
MANU$18,2.0,NAME OF DAUGHTER: MANASVI AND LUCKY NUMBER,18=GANG,N
BLYEYE,2.0,MY COMPANY NAME,BLACK EYE; HOSTILE,Y
F18 BOMR,2.0,AIRPLANE,HOSTILE,N
LGHTMUP,2.0,FAST,LIGHT 'EM UP; HOSTILE,Y
13PENNY,2.0,2013 LINCOLN,"13=GANG, no 13 on ANI",N
DJ G 64,2.0,DJ GUARDADO IMPALA 64,"G=GANGSTA, last name does begin with G",Y
DUFUS 5,2.0,MY DOG,"DUFUS, DOOFUS went our in 84, no longer current as of 15",Y
EBONE31,1.0,NICKNAME/BIRTHDAY,"BONE, EBONE current",Y
FNKCOLD,2.0,"LAST NAME MEDINA, LYRICS USED IN SONG FUNKY COLD MEDINA.",FUCKING COLD,N
F PIECH,2.0,CEO OF VOLKSWAGEN,FUCKING PEACH (FERDINAND PIECH IS CEO OF VOLKSWAGEN),N
F43O BA,2.0,CAR MODEL AND INITIALS,"BA=BAD ASS, initials are BA",N
GO HARDR,1.0,MOTIVATION PLANS,"GO HARDER; SEXUAL UNDERTONES, GOHARD current, out since 94",Y
JACAL 13,2.0,LETTERS OF MY KIDS,13=GANG,N
JIC BLAK,2.0,"JIC=JUST IN CASE, BLAK=BLACK; ALL MY CARS ARE BLACK, THIS MY JUST IN CASE BLACK CAR.",JIC=JUST IN CASE; BLACK,Y
JJFX2,1.0,INITIALS TWO TIMES,"JJ FUCKS TOO, TWO, no initials",N
KPDO WEY,2.0,"SPANISH SAYING FOR ""WHAT'S UP DUDE""","QUE PEDO=FART; QUE PEDO WEY=DUDE, WHAT'S UP?",N
KU 14,2.0,CATS NAME,14=GANG,N
MIG O714,2.0,INITIAL AND YEARS OF BIRTH,714=AREA CODE,Y
MIXR213,2.0,BROTHER THAT PASSED AWAY,213=AREA CODE,N
NEGRA 52,2.0,COLOR OF MY 1952 CHEVROLET CLASSIC CAR,"NEGRA=BLACK FEMALE, NEGRA current, out since 10/15",Y
NORCAL B,2.0,,B=BITCH,N
O FCZGVN,2.0,OF COURSE GIVE IN,ZERO FUCKS GIVEN,N
REX88,2.0,NOT ON QUICK WEB YET,"88=GANG, 88 HONDA on ANI",Y
SMASHUR,1.0,SMASHER,"SMASH HER, SMASHER current, out since 9/15",N
SPRT PSY,1.0,SPORTS PSYCHOLOGY,PSY=PUSSY?,N
STAXXX,1.0,MY 16 YEAR OLD SONS NICK NAME SINCE HE WAS A LITTLE BOY,XXX=PORN,N
SUCKIT B,2.0,EACH LETTER REPRENTS A FAMILY MEMBERS NAME,SUCK IT BITCH,N
THICCCC,1.0,"ACRONYMS FROM 3 OF MY FALLEN FRIENDS NAMES WHO LIVED IN MEXICO THANYA HERNANDEZ, ILIANA CARMEN CORTEZ","SEXUAL THICK current, out since 7/16; THICC current, out since 5/16",N
THOT,1.0,SPECIAL FOR PORSCHE TWIN TURBO,SEXUAL; THAT HO OVER THERE,N
1CREW SS,2.0,TYPE OF TRUCK,"SS=GANG, can’t see ANI",Y
2FSTFRU,2.0,IT MEANS TOO FAST FOR YOU!!!!,TOO FAST FOR YOU; HOSTILE,Y
2LOW SS,2.0,THE NAME OF MY TRUCK,"GANG, can’t see ANI",Y
21 GUNN,2.0,OUR LUCKY NUMBER AND OUR NAME,GUN (LAST NAME IS BRANDER),Y
8O5FLEX,2.0,AREA CODE AND MAKE OF CAR,AREA CODE,N
8 14 14,2.0,MY ANNIVERSARY WITH MY GIRLFRIEND,14=GANG,Y
916 O G,2.0,SACRAMENTO ORIGINAL GAMER,AREA CODE + ORIGINAL GANGSTER,N
RMA 13,2.0,ROCKABILLY MOTORCYCLE ASSOCIATION #13 (LUCKY #),13=GANG,N
ANGL5O3,2.0,NOT ON QUICK WEB YET,AREA CODE,N
BBLU BYU,2.0,BLUE BAYOU,BLEW BY YOU; HOSTILE; Roy Orbison #1 song ,Y
BN PUSHD,2.0,BEING PUSHED,BEEN PUSHED; HOSTILE?,N
GLAM AF,2.0,GLAMOROUS ALWAYS FOREVER,GLAM AS FUCK,N
U SCURD,2.0,"I LIKE SORBET CURD, THUS, THIS PLATE",YOU SCARED; HOSTILE,N
A HAOLE,2.0,A NICK NAME GROWING UP,"HAOLE (in Hawaii) a person who is not a native Hawaiian, especially a white person. Derogatory- per Google",N
BADAS37,3.0,1937 FORD HOTROD,bad ass,N
BBBJBBB,1.0,"MY INITIALS, BRANDON JASON BALDOMERO","pulled for BJ, sexual. Customer initials are BJB",N
BBC4YOU,1.0,BIG BLUE CAR FOR YOU,BIG BLACK COCK,N
BDAZ 44O,3.0,BAD ARIZONA 440 MUSCLE,BAD ASS,N
BEAR SHT,3.0,BEAR SHEET METAL. MY LAND ROVER HAS NO PAINT AND IS JUST THE ALUMINIUM BODY METAL POLISHED LIKE AN OLD AIRPLANE,BEAR SHIT,N
BITCHYB,3.0,NICKNAME,bitch,N
BLACBEE,3.0,"DODGE CHALLENGER SCAT PACK, LOGO IS A BUMBLEBEE AND MY CAR IS BLACK",BLACK BEE=BLACK BITCH BUT THE LOGO IS A BUMBLEBEE,Y
BLA LNGE,5.0,BLUE LINE IN DANISH,BLUE LINE=LAW ENFORCEMENT,Y
BLCK LDY,2.0,CHARACTER FROM THE ANIME SAILOR MOON.,OK? 2 SIMILAR PLATES ARE OUT. HIS MEANING IS TRUE.,N
BOW GOB,3.0,BOW IS FOR ARCHERY AND GOB IS A MEANING OF GOOD MORAL RAISING,"BOW=BITCH ON WHEELS, GOB=GRUMPY OLD BASTARD",Y
BSTD 15O,3.0,TURBO F150,BASTARD,Y
BUGEETR,2.0,ITS THE ORIGINAL NAME OF THE NEBRASKA CORNHUSKERS,BUG EATER,Y
BURNUEZ,2.0,FAST CAR,BURN YOU EASY,N
BU441TT,2.0,IT'S THE NAME OF MY CAR,"441 inside BUTT. Also, tt=penis in Tagalog and no Audi on ani",N
CABRO A,3.0,NICKNAME,CABRONA=BITCH,N
CIAO 619,2.0,HELLO/GOODBYE,619=SAN DIEGO AREA CODE,N
CMEMRDA,3.0,CIUDAD MEXICO MERIDA,MERDA=SHIT IN ITALIAN AND PORTUGUESE,N
COOPNTZ,2.0,NICKNAME FOR MY HUSBAND AND I,"NUTS, CRAZY OR BALLS. LAST NAME IS COOPER",N
COPPING,5.0,MY LAST NAME,"""COP"" BUT LAST NAME IS COPPING",Y
C U H8IN,2.0,INITIALS,HATE,N
CUN HEII,2.0,NICKNAME,SEE YOU IN HELL (ALREADY DENIED WITH LL),N
DAM4HOV,3.0,"""THE M4 HOV"" - MY NAME IS HOVSEP","PULLED FOR DAMN, HE DOES HAVE A BMW",N
DC4FTW,3.0,"DC4 IS THE VIN CODE FOR THE CAR, FTW (FOR THE WIN)",FTW=FUCK THE WORLD,N
DNHBTNS,3.0,DO NO HARM BUT TAKE NO SASS,DO NO HARM BUT TAKE NO SHIT,N
DOGS AF,3.0,DOGS ARE FAMILY,AS FUCK,N
D13OLS3,2.0,VEHICLE MODEL AND ENGINE,13=GANG NUMBER,Y
EEID4BJ,1.0,I LIKE VOWELS,BJ=BLOW JOB (NOT HIS INITIALS),N
EL VICHO,2.0,THE KID,"ANOTHER SPELLING OF 'BICHO'  WHICH CAN MEAN BUG, VULVA(NICARAGUA), PENIS(PUERTO RICO), KID(HONDURAS OR EL SALVADOR)… has 91 honda 2H",N
ENZO ETR,2.0,FORD WINS OVER THE ENZO FERRARI,EATER,N
EPICMF2,3.0,"MY COMPANY NAME IS EPIC PRECISION MFG. MY CA PLATE READS ""EPICMFG"" THIS IS MY SECOND NEW CAR FOR WIFE","mf=motherfucker, he does have EPICMFG",N
ESTN88,2.0,BIRTHYEAR,88=HATE SYMBOL,N
EUROTCA,1.0,EUROPEAN TEA IN CALIFORNIA,"erotica, sexual",N
FNYELLO,3.0,"FUN IN YELLOW, MY JEEP IS YELLOW",EFFIN'  YELLOW,N
FN 1OS,3.0,FUN TENNIS,EFFIN' TENNIS,N
FSH SLYR,2.0,FISH SLAYER,SLAYER=KILLER,Y
FTHPELV,3.0,3 DAUGHTERS NAMES,EFF THE..?,N
FYOWHIP,3.0,"FYO IS SHORT FOR FROYO AKA ICE CREAM. WHIP IS SLANG FOR CAR. THERE ARE SONG LYRICS THAT REFER TO ICE CREAM CAR AS COLD, COOL, SMOOTH,ETC...",FUCK YOUR CAR,N
G BUILDR,2.0,"IT STANDS FOR ""GIANTS BUILDERS"" WHICH IS PART OF OUR COMPANY RECOGNITION PROGRAM.",G=GANGSTER,Y
GOTWD4U,1.0,WOOD FLOORING CONTRACTOR,"GOT WOOD FOR YOU, SEXUAL",N
GYMKATT,1.0,I OWN A GYM. AND MY NAME IS KAT TARCULAS,CAT=PUSSY,Y
G35B1SH,3.0,"MODEL OF CAR INFINITI ""G35""",g35 BITCH,N
HAZ CAT,2.0,MY HUSBAND IS A HAZMAT FIELD MANAGER AND THIS IS A NICK NAME FOR HIM AT WORK.,CAT=PUSSY,Y
HI HATAS,2.0,HI HATERS,hate,N
HUGE D,1.0,HUGE DIESEL,HUGE DICK,N
IAMPITA,3.0,I AM PITA,I AM PITA=PAIN IN THE ASS,N
JA26KLA,2.0,"MY NAME,MY BOY FRIEND NAME AND MY KIDS NAME KAI,LIKU,AILA,ALONZO,JULIE",killer? KLA,N
J RAZ 88,2.0,FIRST NAME INITIAL LAST NAME AND YEAR BORN,88=HATE SYMBOL,N
KEELR B,2.0,KILLER BEE,"killer bee, pulled for killer and 'B' can mean bitch",N
LARA213,2.0,MY LAST NAME AND L.A. AREA CODE IN THE 80S,los angeles area code 213,N
LBNS MTY,2.0,BACK TO THE FUTURE REFERENCE,LIBYANS MARTY! LIBYAN TERRORISTS SHOOTING AT THEM IN THE MOVIE…,N
LCHORRO,2.0,MY AKA,URBAN DICTIONARY SAYS CHORRO=DIARRHEA IN SLANG. LITERAL FOR A TURBULENT MUDDY RIVER ,N
LOAF,2.0,FAMILY NICKNAME,SLANG FOR A TURD,Y
L88O88S,2.0,LUCK,88=HATE SYMBOL,N
MCRAZYM,2.0,NAME AND LAST NAME,"HER INITIALS ARE MM, CRAZY IN THE MIDDLE",Y
MDRDOUT,2.0,VEHICLE IS BLACK IN COLOR,MURDERED OUT,N
MIAT31O,2.0,BORN IN MIAMI MOVED TO SOUTHBAY,310=south bay area code,N
MOBBED,2.0,ALL BLACK SHOW TRUCK,MOB=ORGANIZED CRIME OR MEMBER OF BLOODS,N
MY G 93,2.0,MY GIRL 93 YEAR WE GOT MARRIED,G=GANGSTER,Y
MY4PLEY,1.0,PLAYING IN MY 4 SERIES BMW,"MY FOREPLAY, SEXUAL",N
NEK BRKN,2.0,HEADS TURN TO LOOK AT THE CAR,"neck broken, threatening violence",N
NJYNMY B,3.0,ENJOYING MY BRZ (SUBARU),B=BITCH,N
NOCHIRU,2.0,NO CHILL,"GOOGLE TRANSLATE SAYS IT MEANS ""DYING"" IN JAPANESE OR TO GO BACK. (DYING IF THERE IS A SPACE BETWEEN O AND C)",Y
NO HPPES,2.0,BAND NAME-NO HIPPIES.,"NO HIPPIES-CONTEMPT, PREJUDICE",N
NOTA BEE,3.0,"THIS IS FOR MY 1969 DODGE CORONET 500 WHICH IS NOT A CORONET SUPER BEE = ""NOTABEE""",not a bitch,Y
N4LGONA,1.0,BIG BUTT,"BIG BUTT OR NICE BUT IN SPANISH (NALGONA IS OUT SINCE 2015, WASN’T SENT FOR REVIEW)",N
OG GIGI,2.0,MY NAME,OG,N
OG SON,2.0,GRANDFATHER IN JAPANESE - OJIISAN,OG,N
OMWFURB,1.0,HOW NICE THE CAR IS AND HOW EASY IT CATHCHES PEOPLES ATTENTION,ON MY WAY TO FUCK YOUR BITCH,N
OOGEE64,2.0,IT MEANS NICE 64,OG,Y
PCY DUI,2.0,MY IDOL'S NAME IS PCY AND MY NICKNAME IS DUI,DRIVING UNDER THE INFLUENCE..PCY=A SOUTH KOREAN SINGER AND ACTOR. LETTERS LOOK A BIT LIKE PUSSY,N
PD CADD,5.0,PETER DIXON CADILLAC,"PD=POLICE DEPT, HIS INITIALS ARE PD",Y
PIGPENV,5.0,NICKNAME,"PIG=POLICE, SOME SIMILAR ARE OUT SOME ARE UNACCEPTABLE",Y
PINCHE2,3.0,MY DOGS NAME WITH MY FAVORITE NUMBER,FUCKING OR WORTHLESS,N
PMA BLUE,2.0,COLOR,BLUE=GANG COLOR,Y
POOPS13,2.0,MY NICKNAME AND FAVORITE NUMBER,POOP… +13=GANG NUMBER,N
PRNTUKY,2.0,"I LIVE IN AN TOWN CALLED PRUNEDALE, LOCALS CALL IT PRUNETUCKY",PORN…CUSTOMER IS IN ROYAL OAKS CA,N
QCHUPTA,2.0,"ABBREVIATION FOR CUCHUPETA, CUCHUPETA IS A WORD IN SPANISH MEANING OLD TRUCK",GOOGLE TRANSLATE SAYS IT MEANS A KNIFE. ,N
RAIN BLS,2.0,ARAINA BLESSED,BALLS,N
REDNOYZ,2.0,A PHENOMENON THAT MANIFESTS THE GREATEST VARIABILITY IN SOME PROPERTY PRINCIPALLY AT LOWER FREQUENCIES; THE EXHIBITION OF A PROPERTY TO A GREATER DEGREE AT LOWER FREQUENCIES.,RED=GANG COLOR,Y
REDRNGR,2.0,POWER RANGER,RED=GANG COLOR,Y
RED SABR,2.0,THE COLOR OF THE SITH LIGHTSABER FROM STAR WARS.,RED=GANG COLOR,Y
REDWAKA,2.0,WAKA WAS WHAT MY MOTHER CALLED MY FIRST TOY CAR AS A CHILD,RED=GANG COLOR,Y
ROLLONU,2.0,"CAL FOOTBALL CHANT, ""ROLL ON YOU BEARS""","ON ""YOU""",N
RUBCUTZ,2.0,FIRST 3 LETTERS ARE INITIALS TO MY LAST NAME AND THE LAST 4 ARE FOR MY BARBER PFROFEESION,SOUNDS SEXUAL AND DANGEROUS… LAST NAME IS RUBALCAVA,N
RU21YET,2.0,ARE YOU 21 YET,PERVY? SEXUAL?,N
S BULET,2.0,SILVER BULLET BECAUSE THE TRUCK IS SLIVER,BULLET,Y
SCHLIZZ,2.0,THIS IS MY DAUGHTERS NICKNAME AND SHE DRIVES THIS CAR.,"LOOKS LIKE GERMAN WORD SCHLITZ=SLIT, GASH=SLANG FOR VAGINA",N
SDBULIT,2.0,THIS IS MY DAUGHTERS NICKNAME AND SHE DRIVES THIS CAR.,"bullet, no Ford on ani. LIVES IN SAN DIEGO",Y
SHREDNK,2.0,INTIALS OF MY LOVED ONES,redneck,N
SHTPUMP,2.0,"SUPER HIGH TEMPERATURE PUMPS. I OWN A PUMP MANUFACTURING COMPANY IN SOUTHERN CALIFORNIA, KECOPUMP.COM",SHIT PUMP,N
SIKASFU,3.0,MY NICK NAME IS SIKA AND I ATTENED SAINT FRANCIS UNIVERSITY,SICK AS FUCK. CUSTOMER NAME IS SAMIR,N
SMBS88X,2.0,WIFE AND KIDS,88=HATE SYMBOL,N
SPECOP5,5.0,SPECIAL OPERATIONS US NAVY,"COP, lookalike SPECOPS current",N
ST8 PMPN,2.0,STRAIGHT PIMPING,pimp,N
SUCIO92,2.0,"MY NICKNAME, AND THE YEAR I WAS BORN",Spanish slang for one who's ill-moraled in a sexual nature. (URBAN DICTIONARY),Y
SUX IT,2.0,THEY ARE FAMILY INITIALS,SUCKS IT,N
TEDS AH,3.0,TEDS AUSTIN HEALY,AH=ASS HOLE. DON’T FIND AN AUSTIN HEALY ON ANI,N
THMBUMS,2.0,"""DEM DUMS"" WAS A NAME GIVEN TO THE BROOKLYN DODGERS. IM A HUGE DODGERS FAN.",BUMS,Y
TNTPACK,2.0,CHILDREN,TNT DYNAMITE,Y
TNTSPRO,2.0,OWNER INITIALS AND VEHICLE MODEL,TNT DYNAMITE. Is his initials,Y
TORTA,2.0,NICKNAME FOR MY WIFE,IN SPANISH- A SANDWICH (TART) BUT IN SLANG ACCORDING TO URBAN DIC A 'FAT BITCH WHO THINKS SHE'S HOT' 252 UP 64 DOWN,Y
TRCUMNS,1.0,TENISHIA RAE CUMMINGS,CUM. HER LAST NAME IS CUMMINGS,Y
TUNAKAN,1.0,NICKNAME,TUNA CAN=A SHORT FAT PENIS,N
TUSHY BB,1.0,NICKNAME,TUSHY=ASS,N
TYB ONIT,3.0,TYB IS THE NICKNAME MY FAMILY CALLS ME AND ON IT IS JUST A SAYING MEANING IM DOING GOOD.,TYB=TAKE YOUR BITCH,N
T1RTE3N,2.0,FAVORITE NUMBER SINCE I WAS A YOUNG KID.,thirteen=gang number,N
ULIL BIH,3.0,ULYSSES LULLABY,YOU LIL BITCH,N
VAJSBSR,1.0,FAMILY MEMBER NAMES BY LETTER ABBREVIATION,VAJ=VAGINA,N
VAN BTM,1.0,VANESSA BANG THIS MESS.,PULLED FOR SEXUAL CONNOTATION OF HER MEANING,N
1BULLY,2.0,ONE OF A KIND BULLDOGS,BULLY,Y
2 GUNNS,2.0,FIANC'E LAST NANE AND MY FUTURE LAST NAME.,GUN,Y
31O LIFE,2.0,310 AREA CODE IS THE BEST PLACE IN CALIFORNIA PERIOD,L.A. LIFE.. LOS ANGELES AREA CODE,N
5MFAMLY,3.0,FAMILY CAR NAME,MF ?,Y
72BADSS,3.0,THE YEAR CLASSIC AND THE MODEL IT IS.,HAS A 72 CHEVY PICKUP. CAN THAT BE SS OR DOES THIS SAY BAD ASS?,Y
8 UR LS,2.0,FORD POWER,ATE YOUR LS,N
8SIXTRD,2.0,THE MODEL OF THE CAR,"TURD, TARD? HAS A TOYOTA AUTO BUT NO 86",Y
88RA O8,2.0,"88 IS THE YEAR I WAS BORN, ""RA"" IS THE INITIAL I USE ( FIRST TWO LETTERS OF MY LAST NAME) AND 08 IS MY BIRTH DAY IN PERSIAN CALENDAR",88=HATE SYMBOL,N
9RSBLOD,2.0,I'M A SAN FRANCISCO 49NINERS FAN THAT'S WHAT IT MEANS,BLOOD,N
HMR$AJ,1.0,MY KIDS INITIALS.,"hummer=SEXUAL, NO HUMMER ON ANI",Y
ISH$TTD,2.0,"""NICKNAME"" LOVES ""NICKNAME""",I SHARTED (WHEN YOU THINK YOUR GOING TO FART BUT BUT YOU ACCIDENTLY POOP YOURSELF),N
PNKL$VE,1.0,PINK LOVE,PINK=PUSSY,N
1HUMMA$,1.0,#1 GRANDMA TO BLAYKE,HUMMER=BLOW JOB,Y
TRL THUG,2.0,TRAIL ENTHUSIAST,THUG,N
EGA 88,2.0,EAGLE GLOBE & ANCHOR 1988,88=HATE SYMBOL,N
LCAC13,2.0,"AS CRAFT MASTER OF THE HOVERCRAFTS, MY LANDING CRAFT AIR CUSHION CRAFT WAS #13",13=GANG NUMBER,N
RED TNK,2.0,RED TANK,RED=GANG COLOR,Y
AGT2DOX,2.0,AGENT 2 DOCTORS,DOXXING IS WHEN A HACKER PUTS SOMEONE'S PERSONAL INFO ON THE INTERNET. ,Y
CHEKRAZ,3.0,POKER TERM,CHECK YOUR ASS,N
DOMELAL,1.0,INITIALS OF GRANCHILDRENS,DOME=BLOW JOB,Y
KRWTPWR,2.0,BOTH MY FAMILY AND MY CAR ARE GERMAN. SAUERKRAUT IS A TRADITIONAL FOOD IN OUR HOUSEHOLD AND THIS PLATE CALLS OUT TO THAT TRADITION,KRAUT CAN BE A TERM OF CONTEMPT TOWARDS GERMANS AND ALSO LOOKS LIKE WHITE POWER,N
LEGN51O,2.0,"LEGION CAR CLUB, 510 AREA CODE",510 BAY AREA CODE,N
PATA SUR,2.0,"SPANISH FOR SOUTH PAW, LEFT HANDED PITCHER",SUR=SURENOS GANG. PATA=PAW,Y
REDBLT,2.0,RED CHEVY BOLT,RED=GANG COLOR,Y
RS4FISH,3.0,"RS FOR OUR CAMARO RS, 4, FISH OUR LAST NAME",FISH=FUCK IT SHIT HAPPENS,Y
SALYCAT,1.0,"SALLY FROM CARS AND ""CAT""","CAT=PUSSY, CANT FIND HER ON ANI",Y
TRD X 86,2.0,ITS THE CAR THAT I DRIVE,TURD OR TARD. HAS 2015 TOYT CAR,Y
TRIGG69,1.0,TRIGG IS MY LAST NAME. 1969 IS THE YEAR I WAS BORN,NO 69 ON ANI,N
BLUGEEP,2.0,ITS A BLUE JEEP,BLUE=GANG COLOR,Y
RREDSTR,2.0,OUR RED ROADSTER,RED=GANG COLOR,Y
GLK4FIF,2.0,,GLOCK 4 FIVE (.45),N
BLM C300,2.0,BERNARDINE L. MORSE CHRYSLER 300,BLACK LIVES MATTER (POLITICAL). CUSTOMER'S INITIALS ARE BLM,Y
CAMPASS,3.0,MY LAST NAME,"PULLED FOR ""ASS"". CUSTOMER'S LAST NAME IS CAMPAS",N
CJSLASH,2.0,INITIALS TO OWNER,"PULLED FOR ""SLASH"" AS IN CUT. CUSTOMER'S INITIALS ARE CJS",Y
KUCHITO,1.0,MY DAD'S NICKNAME,"PULLED FOR ""KUCH"" WHICH SOUNDS LIKE ""COOCH"" WHICH IS ANOTHER WORD FOR VAGINA - Google only comes up with a pokemon, and nothing on UD.",N
LAMBO TT,1.0,MY NAME CAR NAME,"""TT"". CUSTOMER'S INITIALS ARE TT",Y
NAITCH B,3.0,NAITCH BOY,"STANDALONE ""B""",N
NECROW,4.0,MY DOG'S NAME (IN MEMORY OF),"""NECROW"" SOUNDS LIKE ""NEGRO""",N
NO9CUTZ,2.0,,"PULLED FOR ""CUTZ"" WHICH COULD BE HOSTILE",Y
VONNY B,3.0,,"STANDALONE ""B"", name is Vonny B",Y
13 JANO,2.0,NICKNAME & FAVORITE #,"PULLED FOR ""13""",N
2YYFORU,2.0,TO WISE FOR YOU,"""TOO WISE FOR YOU""IS DIRECTED AT ""YOU""",Y
5DOLA HO,2.0,MY NICKNAME,"""5 DOLLAR HO""",N
88 MIO,2.0,MILITARY MOS (JOB),"""88"", on veterans plate",Y
9341 ATK,2.0,SAME AS OLD GA TAG,"PULLED FOR ""ATK"" OR ""ATTACK""",Y
AYO4KO,2.0,,KO - KNOCKOUT,Y
BLEED BL,2.0,,BLEED - COULD BE HOSTILE,N
BMWOGM3,2.0,ORIGINAL BMW M3,PULLED FOR OG,Y
BONG RIP,2.0,,DRUG REFERENCE,N
CAMARO G,2.0,,G - GANGSTER,Y
CHAMP 18,2.0,,18 - GANG REFERENCE,N
CHUBZ13,2.0,,13 - GANG REFERENCE,N
CK13WRX,2.0,,13 - GANG REFERENCE; 13 Subaru on ANI,Y
DED GAME,2.0,,DED - DEAD COULD BE HOSTILE,N
DGJUNKY,2.0,,JUNKY - DRUG REFERENCE,N
DP IAN,1.0,NAME'S ABBREVIATION,DP - DOUBLE PENETRATION. NOT CUSTOMER'S INITIALS.,N
D PRNCSS,1.0,,D - DICK,N
DUBL B,3.0,,B - BITCH,Y
EL MTDOR,2.0,,EL MATADOR COULD MEAN THE KILLER. ALSO MEANS BULLFIGHTER.,N
EL PNCHE,3.0,,"EL PINCHE - IN SPANISH IT IS AN ALL PURPOSE INSULT MEANING FUCKING(NOT SEXUAL), OR DESCRIBING SOMETHING INSIGNIFICANT.",N
FE 661,2.0,,661 - AREA CODE,N
FLX ONM,2.0,,"FLEX ON ME - COULD BE HOSTILE, A CHALLENGE OR THREAT",N
FUKURV8,2.0,,FUCK YOUR V8 - HOSTILE,N
