plate,review_reason_code,customer_meaning,reviewer_comments,status
LADS 5O,5.0,"MY NICKNAME IS "" LAD "" SHORT FOR LADEBY  (MY LAST NAME). I'M TURNING 50 YRS. OLD & THIS  NEW MOTORCYCLE IS A GIFT TO MYSELF.","MY NICKNAME IS "" LAD "" SHORT FOR LADEBY  (MY LAST NAME). I'M TURNING 50 YRS. OLD & THIS  NEW MOTORCYCLE IS A GIFT TO MYSELF.",Y
AUZ KAT,1.0,AUSTRALIAN KATHERINE,AUSTRALIAN KATHERINE,Y
BLAKY74,2.0,MY DOGS NAME,BLACKY,N
B WAHINE,3.0,BIG HAWAIIAN WOMAN,STAND ALONE B ,N
CAN8888,2.0,"CHINA AIRPORT CODE, GUANG ZHOU",88 = HITLER/GANG REFERENCE,N
E4SOC8O,2.0,NAME AND AREA CODE,NAME AND AREA CODE,Y
FAZT CAT,1.0,"MY CAR, FAST JAGUAR","MY CAR, FAST JAGUAR",Y
FINKTRE,2.0,WINEYARD THREE,WINEYARD THREE,Y
GUERO 74,2.0,BLONDIE 74,GUERO = WHITE PERSON IN SPANICH,N
HKG8888,2.0,AIRPORT CODE,88 = HITLER/GANG REFERENCE,N
JSVAGEE,2.0,JOHNNY SAVAGE,JOHNNY SAVAGE,Y
KCQ88,2.0,INITIALS AND BIRTHDAY,88 = HITLER/GANG REFERENCE,N
PINC,1.0,PARTNER IN CRIME W/ BFF WHO SURVIVED CANCER,PARTNER IN CRIME W/ BFF WHO SURVIVED CANCER,Y
SNOT PNK,2.0,ITS NOT PINK,SNOT NOSE PUNK,N
SYD8888,2.0,"AIRPORT CODE, SYDNEY AUSTRALIA",88 = HITLER/GANG REFERENCE,N
WRMZILA,1.0,NICKNAME,NICKNAME,Y
YNG RIPP,2.0,NICKNAME,YOUNG RIP,N
1HRDPNY,1.0,ONE HARD PONY FOR A 1965 MUSTANG,ONE HARD PONY FOR A 1965 MUSTANG,Y
14SARGE,2.0,1 FOR SARGENT,14 = GANG REFERENCE,N
69SSIDE,1.0,1969 STEP SIDE,1969 STEP SIDE,Y
8AGUST8,2.0,NAME AND BIRTHDATE,88 = HITLER/GANG REFERENCE,N
8O5 SURF,2.0,VENTURA SURF,VENTURA SURF,Y
69 CT,1.0,YEAR AND MODEL OF MOTORCYCLE,"69 = SEXUAL REFERENCE, no 69 on ANI",N
G PERZ,2.0,"ON A JEEP, ""JEEPERS""","ON A JEEP, ""JEEPERS""",Y
8WIN88,2.0,NICKNAME,88 = HITLER/GANG REFERENCE,N
ADVISE U,2.0,I AM A FINANCIAL ADVISOR,I AM A FINANCIAL ADVISOR,Y
AKABOSS,2.0,ALSO KNOWN AS BOSS,ALSO KNOWN AS BOSS,Y
AL NEGRA,4.0,MY NAME BLACK HAMMER,NEGRA - BLACK FEMALE,N
AY UGLY,2.0,HEY UGLY,HEY UGLY,N
AZ TWO,1.0,COMPANY NAME,COMPANY NAME,Y
BAMFJ 5,3.0,"FAMILY INITIALS, 5 OF US",BAMF - BAD AS MOTHER FUCKER,N
B BOUCHE,3.0,"A TERM OF ENDEARMENT IN FRENCH, MY NICKNAME","A TERM OF ENDEARMENT IN FRENCH, MY NICKNAME",Y
BK TACO,1.0,BLACK TACOMA,BLACK TACOMA,Y
BOWADIC,3.0,BOW ADDICT,BOW ADDICT,Y
B18DRVN,2.0,BUSINESS NAME,18 - HOSTILE,N
CASAS B,3.0,LAST AND MIDDLE NAME,"STANDALONE B, can’t see middle name",N
CIR B,3.0,"THE NAME OF OUR PROPERTY (10 ACRES IN HEMET) IS THE CIRCLE B RANCH. I WOULD LOVE TO HAVE ""CIRCLE B"" BUT IT LOOKED LIKE THAT WAS    UNAVAILABLE.","THE NAME OF OUR PROPERTY (10 ACRES IN HEMET) IS THE CIRCLE B RANCH. I WOULD LOVE TO HAVE ""CIRCLE B"" BUT IT LOOKED LIKE THAT WAS    UNAVAILABLE.",Y
D CWBYS9,1.0,DALLAS COWBOYS 9 FOR TONY ROMO,DALLAS COWBOYS 9 FOR TONY ROMO,Y
D DHILLO,1.0,LAST NAME,"STANDALONE D, name is singh",N
DIVA 13,2.0,NICKNAME AND DAY OF MY BIRTHDAY,13 - GANG,N
D R2 D2,1.0,THE R2D2 STAR WARS ANDRIOD,THE R2D2 STAR WARS ANDRIOD,Y
DVSXTRD,3.0,DVS = MY NAME DAVID V SYHABOUT                         TRD= TRUCK MODEL,DVS = MY NAME DAVID V SYHABOUT                         TRD= TRUCK MODEL,Y
EVDG 18,2.0,EDWIN YASSENY DANIEL 18,18 - HOSTILE,N
FC 63SS,2.0,OWNERS INITIALS YEAR OF CAR AND MODEL,OWNERS INITIALS YEAR OF CAR AND MODEL,Y
GLFN 18,2.0,"GOLFING 18 HOLES, ""PLAYING 18 HOLES""","GOLFING 18 HOLES, ""PLAYING 18 HOLES""",Y
GM V8 SS,2.0,GENERAL MOTORS V8 ENGINE SPORT SEDAN,GENERAL MOTORS V8 ENGINE SPORT SEDAN,Y
G17 9MM,2.0,G=GOLD 179=GOLD'S ATOMIC WEIGHT/MASS  MM=INITIALS,"GLOCK 17, 9MM PISTOL, initials are MM",N
HCTTMFT,3.0,HIGH CLASS TO THE MOTHER TOP,MF - MOTHER FUCKER?,N
HDD6818,2.0,HDD IS SHORT FOR MY SON'S NAME AND 6818 IS  THE FAMILY LUCKY NUMBER.,HDD IS SHORT FOR MY SON'S NAME AND 6818 IS  THE FAMILY LUCKY NUMBER.,Y
HITMST8,2.0,HIT STRAIGHT GOLF BALLS,HIT STRAIGHT GOLF BALLS,Y
HMSWFMF,3.0,HOSPITAL CORPSMAN SURFARE WARFARE FLEET MARINE FORCE,MF - MOTHER FUCKER?,N
HYH6818,2.0,HYH IS SHORT FOR MY NAME AND 6818 IS THE  LUCKY NUMBER OF MY FAMILY.,HYH IS SHORT FOR MY NAME AND 6818 IS THE  LUCKY NUMBER OF MY FAMILY.,Y
LBKOUKI,1.0,SPECIAL EDITION - NISSAN 240SX,SPECIAL EDITION - NISSAN 240SX,Y
LOCA SS,2.0,CRAZY SUPER SPORT,CRAZY SUPER SPORT,Y
LYM8866,2.0,HAPPY LIFE,HAPPY LIFE,Y
MIMF2 22,3.0,NO MEANING,MF - MOTHER FUCKER?,N
MJBTACO,1.0,"THE DRIVER OF THE VEHICLE IS MICHAEL JEFF  BARRIOS, LETTERS MJB ARE HIS INITIALS. THE  VEHICLE IS A TACOMA, TACO FOR SHORT","THE DRIVER OF THE VEHICLE IS MICHAEL JEFF  BARRIOS, LETTERS MJB ARE HIS INITIALS. THE  VEHICLE IS A TACOMA, TACO FOR SHORT",Y
MKK69RS,1.0,INITIALS YEAR TYPE,INITIALS YEAR TYPE,Y
MK P88,2.0,DAUGHTERS INITIAL AND MY BIRTH YEAR,88 - HOSTILE. ALSO A P88 MK IS A PISTOL.,N
MMAC88,2.0,NAME AND YEAR OF BIRTH,88 - HOSTILE,N
MOVE OTW,2.0,MOVE OUT THE WAY,MOVE OUT (OF) THE WAY,N
NOT 4R U,2.0,NOT FOR YOU,NOT FOR YOU,Y
NPG PRN,1.0,NEW POWER GENERATION PRINCE ROGERS NELSON,PRN - PORN,N
OCEAN 14,2.0,OCEAN 14,14 - GANG,N
O GHUMAN,2.0,LAST NAME,LAST NAME,Y
OK CODE4,5.0,EVERYTHING IS OK,EVERYTHING IS OK,Y
POS LOL,3.0,"POS STANDS FOR ""PRAISE OVER SENPAI""                     LOL STANDS FOR ""LAUGH OUT LOUD""",POS - PIECE OF SHIT,N
RLAX YO,2.0,*NOTHING IN QUICK WEB,*NOTHING IN QUICK WEB,Y
SIFU Z,2.0,SIFU MEANS TEACHER IN CHINESE Z IS MY LAST INITIAL,SIFU MEANS TEACHER IN CHINESE Z IS MY LAST INITIAL,Y
SPUDS13,2.0,SPUDS IS MY NICKNAME FROM MY DAD AND 13 IS MY FAVORITE NUMBER,13 - GANG,N
SS CHINO,2.0,NAME SUPERSPORT,NAME SUPERSPORT,Y
SSDGM2,2.0,"""STAY SEXY, DONT GET MURDERED"", A  CATCHPHRASE FROM A POPULAR PODCAST. IT  MEANS TO KEEP YOURSELF SAFE FROM HARM.","""STAY SEXY, DONT GET MURDERED"", A  CATCHPHRASE FROM A POPULAR PODCAST. IT  MEANS TO KEEP YOURSELF SAFE FROM HARM.",Y
SS2B1B2,2.0,BASEBALL TERMINOLOGY FOR A DOUBLE PLAY,BASEBALL TERMINOLOGY FOR A DOUBLE PLAY,Y
SUGR PI,1.0,"SUGAR PIE, HUSBAND AND WIFE NICKNAME","SUGAR PIE, HUSBAND AND WIFE NICKNAME",Y
S2GATZ,2.0,DOG,"GATS - COULD MEAN GUNS, Stugots",N
S333S,2.0,INITIALS,INITIALS,Y
S 987 S,2.0,SPORT CARMODEL SPORT,SPORT CARMODEL SPORT,Y
TACO PLZ,1.0,TACO PLEASE,"TACO - VAGINA, Toyota truck on ANI",N
TRKEEFJ,3.0,TRUCKEE FJ,TRUCKEE FJ,Y
TXN PSYD,1.0,TEXAN DOCTORATE OF PSYCHOLOGY,TEXAN DOCTORATE OF PSYCHOLOGY,Y
USLO AF,2.0,UNIVERSITY OF SAN LUIS OBISPO AND AIR FORCE,YOU'RE SLOW AS FUCK,N
WAT9889,2.0,PERSONAL NUMBER,PERSONAL NUMBER,Y
X3BLISS,2.0,MY LIFE IS BLISSFUL AND I AM GRATEFUL FOR MY  BMW X3,MY LIFE IS BLISSFUL AND I AM GRATEFUL FOR MY  BMW X3,Y
1RCKN69,1.0,ONE ROCKIN' '69,ONE ROCKIN' '69,Y
4REST G,2.0,"MY NAME ""FORREST G""","MY NAME ""FORREST G""",Y
454SS 93,2.0,454 = ENGINE SIZE SS = SUPER SPORT 93 = YEAR OF TRUCK,454 = ENGINE SIZE SS = SUPER SPORT 93 = YEAR OF TRUCK,Y
5GS 223,2.0,FAMILY AND BDAYS,FAMILY AND BDAYS,Y
69SS468,1.0,CAR IS A 1969 CAMARO SS WITH A 468 BBC ENGINE,"69 - SEXUAL, NO 1969 ON ANI",N
88 CHICO,2.0,BIRTH YEAR & NICKNAME,88 - HOSTILE,N
UDTKNME,2.0,YOU DON'T KNOW ME,YOU DON'T KNOW ME - COULD BE HOSTILE,N
NADO G,2.0,NADO IS FOR CORONADO; G IS FOR GENEVIEVE,NADO IS FOR CORONADO; G IS FOR GENEVIEVE,Y
H8YOU2,2.0,HAPPY TO SEE YOU TOO,HATE YOU TOO,N
CAPTJS,1.0,CAPTAIN - FIREFIGHTER AND INITIALS,CAPTAIN - FIREFIGHTER AND INITIALS,Y
F STOPR,1.0,FOCUS STOPPER (PHOTOGRAPHER),F - FUCK?,N
QUEEN GE,2.0,QUEEN G,QUEEN G,Y
W RUSHX3,2.0,SUBARU WRX  RUSH IS THE NAME OF A BAND AND  THE 3 REFERS TO THE NUMBER OF MEMBERS IN  RUSH.,SUBARU WRX  RUSH IS THE NAME OF A BAND AND  THE 3 REFERS TO THE NUMBER OF MEMBERS IN  RUSH.,Y
OGI GARA,2.0,RACE TODAY,RACE TODAY,Y
WFJESUS,3.0,WARRIORS FOR JESUS MOTORCYCLE MINISTRY,WHAT FUCKING JESUS?,N
BDAZZX5,3.0,VERY NICE BMW X5,BAD ASS X5,N
F MAZON,3.0,FIRST INITIAL & LAST NAME,F - FUCK? NAME IS F MAZON,N
BABOULA,1.0,GREEK GHOST,GREEK GHOST,Y
BGDEXTR,1.0,CITY AND NAME,CITY AND NAME,Y
BGSNAKE,1.0,"BIG SNAKE, THE CAR IS A COBRA","BIG SNAKE, THE CAR IS A COBRA",Y
BW AIR ,1.0,BLACK AND WHITE AIR CONDITIONING,BLACK AND WHITE AIR CONDITIONING,Y
CHEPO N,1.0,NICKNAME OF MY SON WHO HAS PASSED.,NICKNAME OF MY SON WHO HAS PASSED.,Y
CK 434N,2.0,CALKOBE ABAN,GANG CRIP KILLER,N
DSLFITR,1.0,DIESEL FITTER,DIESEL FITTER,Y
EXODOXX,1.0,BIBLE CHAPTER,BIBLE CHAPTER,Y
MLBU SS,2.0,MALIBU SURF SHACK,SS,N
MMYL 51O,2.0,OWNERS NAMES,AREA CODE,N
MURAUDR,2.0,THE CAR IS A MERCURY MURAUDER,THE CAR IS A MERCURY MURAUDER,Y
MURDR 73,2.0,BLACK CAR & YEAR OF CAR.,MURDER,N
NOB BOX,2.0,PROFESSOR NOBBOX,BOX,N
OBJ49,1.0,OBJECTIVE 49 IS THE NAME OF MY COMPANY,OBJECTIVE 49 IS THE NAME OF MY COMPANY,Y
PSE 1,1.0,THE ABBREVIATION OF MY COMPANY.,PUSSY,N
RACE 223,2.0,RACING CAR 223,AREA CODE,N
RCKSRDK,1.0,RICKS ROAD KING,RICKS ROAD KING,Y
REDATAK,2.0,"MY CAR COLOR IS RED HENCE RED, THEN ATAK IS  FOR THE BORLA ATAK EXHAUST SYSTEM I HAVE ON  IT. TOGETHER, IT'S REDATAK.",ATAK= ATTACK,N
SDTACOS,1.0,SAN DIEGO TACO,TACO,N
SUMER FU,2.0,IT IS MY NAME,FUCK YOU,N
SW ENGR,1.0,OCCUPATION,SWINGER,N
TRJN AF,2.0,USC TROJAN ALUMNI FAMILY,AF= AS FUCK,N
WELL5HT,2.0,WE ALL 5 HEARTY,WELL SHIT OR WILL FIGHT,N
XKYKXXK,1.0,EX KICKS,SEXUAL-XXX/ HOSTILE-KKK,N
1CLMOFO,2.0,ONE CLAM OF OTHERS,ONE COOL MOTHER F*CKER,N
1966BMF,2.0,1966 CHEVY TRUCK BRUTE MUSCLE FORCE,VULGAR- MF=MOTHER F*CKER,N
4HFL13,2.0,FOUR HONEYS FOR LIFE STARTING 2013,GANG AFFILIATION- '13',N
4LOTRD,2.0,4LO IS A FOUR WHEEL DRIVE GEARING FOR RUGGED TERRAIN AND THE CAR IS A 4RUNNER TRD PRO,4LO IS A FOUR WHEEL DRIVE GEARING FOR RUGGED TERRAIN AND THE CAR IS A 4RUNNER TRD PRO,Y
63269,1.0,PLATE YEARS,PLATE YEARS,Y
69TWNKI,1.0,1969 TWINKIE LIKE THE CANDY.,SEXUAL- 69 TWINKIE,N
7O7RCKT,2.0,"707HP, I BUILD ROCKETS FOR SPACEX",GANG AFFILIATION- AREA CODE,N
8LEDBLU,2.0,COLOR OF MY CAR,"""BLEED BLUE"" GANG AFFILIATION- 'BLUE'",N
F#CCCLX,2.0,FERRARI (MODEL) 360,FUCK LX,N
#NADAM5,2.0,FAMILY INITIALS,FAMILY INITIALS,Y
BITTICK,2.0,LAST NAME,LAST NAME,Y
FCK45,3.0,FOR CHUCK (CHARLES) 1945,SWEAR- F*CK,N
HTRDBNZ,2.0,HOT RED BENZ,HOSTILE- HATER,N
JPSSPDR,2.0,JEAN PIERRE'S SPIDER,JEAN PIERRE'S SPIDER,Y
OPA S,2.0,OPA GRANDFATHER,OPA GRANDFATHER,Y
RAYEZZ S,2.0,KING (SPANISH),KING (SPANISH),Y
SXTNSQZ,1.0,SIXTEEN SQUAREZ RELATING TO ELECTRONIC  DRUM MACHINES,SEXUAL-SEX SQUEEZE,N
TASTY KAK,1.0,THIS IS THE CAR'S NICKNAME. I BOUGHT IT IN  PENNSYLVANIA WHERE TASTYKAKES ARE MADE.,SEXUAL- SLANG FOR SEMEN TASTY KAK,N
DCK WLF,1.0,THE NAME OF THE PRODUCER OF LAW AND ORDER,SEXUAL- DCK=DICK,N
MAWEENI,1.0,MAMA SCALVINI,SEXUAL- MY WEENIE,N
PAWEENI,1.0,PAPA SCALVINI,SEXUAL- PA'S WEENIE,N
OG SHARK,2.0,CAR LOOKS LIKE A SHARK.  DRIVER IS ORIGINAL,GANG AFFILIATION- OG= ORIG. GANGSTER,N
PHINZ13,2.0,"I AM A MIAMI DOLPHINS FAN, AND DAN MARINO,  WHO IS MY FAVORITE PLAYER, WORE THE NUMBER 13. PLUS I WAS BORN ON THE 13TH AND 13 IS MY  LUCKY NUMBER.",GANG AFFILIATION- '13',N
WETBLUE,1.0,BLUE WATER.  OCEAN.  OCEAN BLUE,SEXUAL- WET,N
BLK KTY,1.0,CAR IS PLYMOUTH PROWLER AND IS OFTEN CALLED A CAT AFTER CARS LOGO,SEXUAL- BLACK KITTY,N
GKGPUCK,1.0,GO KINGS GO HOCKEY,PUCK=FUCK,N
LCUCUUY,1.0,THE BOOGIE MAN,THE BOOGIE MAN,Y
LOV PNK,1.0,THAT WE LOVE THE COLOR PINK AND MY  DAUGHTER WANTED TO HAVE IT LIKE THAT.,THAT WE LOVE THE COLOR PINK AND MY  DAUGHTER WANTED TO HAVE IT LIKE THAT.,Y
NCALTRD,2.0,THE LETTERS ARE A SHORTENED VERSION OF MY  ONLINE USERNAME. THE USERNAME IS NORCALTRD.  BROKEN OUT THE NAME WOULD STAND FOR  NORTHER CALIFORNIA TOYOTA RACING  DEVELOPMENT,THE LETTERS ARE A SHORTENED VERSION OF MY  ONLINE USERNAME. THE USERNAME IS NORCALTRD.  BROKEN OUT THE NAME WOULD STAND FOR  NORTHER CALIFORNIA TOYOTA RACING  DEVELOPMENT,Y
SR DLAPD,5.0,SENOR DE LA PIEDAD,LAW ENFORCEMENT REF- LAPD,N
ABRODIE,2.0,*NOTHING IN QUICK WEB,*NOTHING IN QUICK WEB,Y
BAGGGIN,4.0,TRUCK IS ON AIR BAGS,NIGGGA B BACKWARDS,N
BASSO,3.0,NICK NAME FOR MY DAD (BASSO IS SHORT FOR  BASMAGYAN),"SOUNDS LIKE ASSHOLE AND HAS ""ASS"" IN THE MIDDLE OF IT",N
BEEZY92,3.0,NICK NAME,BEEZY - BITCH (UD 3000+ups),N
BHUMB13,2.0,TO BE A HUMBLE PERSON,"13 - GANG, BEHUMBL3 is current",N
BIGOSSS,1.0,"BIG O IS MY NICKNAME AND THE CAR IS A CAMARO SUPERSPORT OR ""SS"". THE LETTERING STANDS FOR ""BIG O'S SS"".","BIG O ASS - SEXUAL, 17 Chevy on ANI",N
BODY TKR,2.0,"""BODY TAKER"" I'M A MORTICIAN",BODY TAKER - HOSTILE,N
COXBOYS,1.0,LAST NAME,"COX - COCKS, LAST NAME IS COX",N
DIR D MX,4.0,DIRTY,DIRTY MEXICAN/MEXICO,N
DKKNT 72,1.0,DARK KNIGHT 72 = BATMAN & YEAR 72,DICK CUNT,N
DNO MGHT,2.0,DINOSOR MIGHT. THE TRUCK IS CALLED AN F150  RAPTOR,DINOSOR MIGHT. THE TRUCK IS CALLED AN F150  RAPTOR,Y
D SHADEZ,1.0,NAME (NICKNAME),NAME (NICKNAME),Y
EDR8888,2.0,INITIALS AND LUCKY NUMBERS,88 - HOSTILE,N
ELTAKOS,1.0,NICK NAME,NICK NAME,Y
EVIL ACT,2.0,SHOW CAR NAME,SHOW CAR NAME,Y
FNAMAZN,3.0,FUN N' AMAZING,FUCKING AMAZING,N
FNSSTRG,3.0,FINISH STRONG,"FUCKING STRONG, FNSTRNG us unacceptable",N
FWITHME,2.0,TO ENCOURAGE SPORTSMANSHIP ON THE TRACK,FUCK WITH ME,N
F 488GT,3.0,CAR MODEL,CAR MODEL,Y
GR8FLAF,3.0,GRATEFUL ALWAYS FOREVER,GREAT FUCKING LAUGH/LIFE?,N
GUNSLNG,2.0,I'M AN AVID GUN HISTORIAN. THE LONG GUN IS MY FAVORITE. GUNS LONG...,GUN SLING - HOSTILE,N
I KIKE,4.0,NAME SON,KIKE - OFFENSIVE TERM FOR A JEWISH PERSON,N
ILIK777,1.0,*NOTHING IN QUICK WEB,*NOTHING IN QUICK WEB,Y
I LUV KO,2.0,I LOVE KNOCK OUT,I LOVE KNOCKOUT - HOSTILE,N
KILSYTH,2.0,"SMALL TOWN IN SCOTLAND, BIRTH PLACE","SMALL TOWN IN SCOTLAND, BIRTH PLACE",Y
KLR MNGO,2.0,KILLER MANGO. CAR COLOR IS GOMANGO,KILLER MANGO. CAR COLOR IS GOMANGO,Y
LA RDR88,2.0,NICKNAME: LA RAIDER 1988,88 - HOSTILE,N
LA 3RD,3.0,A PORTION OF MY CHURCH NAME,A PORTION OF MY CHURCH NAME,Y
LRTSCAT,3.0,CAR PACKAGE MODEL RT,"SCAT, THERE IS A 2016 DODGE ON ANI",N
LUCKI DD,1.0,DOG NAME,DOUBLE D'S - SEXUAL,N
MACIEL B,3.0,"THE MEANING OF THE LICENSE PLATE'S IS MY LAST TWO LAST NAMES, MACIEL AS MY FIRST LAST NAME AND B AS MY SECOND LAST NAME WICH IS BECERRA.","THE MEANING OF THE LICENSE PLATE'S IS MY LAST TWO LAST NAMES, MACIEL AS MY FIRST LAST NAME AND B AS MY SECOND LAST NAME WICH IS BECERRA.",Y
MENLO BS,3.0,"MENLO COLLEGE GRADUATE, BACHELOR OF SCIENCE",BS - BULLSHIT,N
M OOVVEE,2.0,MOVE: HELPING PEOPLE TO REMEMBER TO MOVE  THEIR BODIES AND BE HEALTHY,MOVE - HOSTILE,N
MSLE MKR,2.0,MUSCLE MAKER GRILL,MUSCLE MAKER GRILL,Y
NATHAN G,2.0,MY SON'S NAME AND MID INITIAL,MY SON'S NAME AND MID INITIAL,Y
OSHUTUP,2.0,PEOPLE TALK TOO MUCH,OH SHUT UP - HOSTILE,N
PONCE13,2.0,LAST NAME AND YEAR GRANDSON WAS BORN,13 - GANG,N
PUNKB,3.0,CHILDHOOD NICK NAME,PUNK BITCH,N
PUTT OUT,1.0,GOLF TERM,GOLF TERM,Y
RAW SCAT,3.0,CAR NAME,RAW EXCREMENT,N
RDNKLAT,4.0,RED NIKE LATINA,RDNK - REDNECK,N
RDR8888,2.0,INITIALS AND LUCKY NUMBERS,88 - HOSTILE,N
REYES 14,2.0,LAST NAME,14 - GANG,N
RNURGUN,2.0,99963D1,GUN - HOSTILE,N
SKENNY D,1.0,SKINNY DREAD,SKINNY DREAD,Y
SMEX 88,2.0,MY BUSINESS NAME AND STARTING YEAR.,88 - HOSTILE,N
SMOKTYA,2.0,SMOKED YOU AS IN BEAT YOU,"SMOKED YOU - HOSTILE, SMOKDYA current",N
TRD PWRD,3.0,TOYOTA RACING DEVELOPMENT POWERED.,TOYOTA RACING DEVELOPMENT POWERED.,Y
TRD TRL,3.0,TRD TRAIL,TRD TRAIL,Y
TRITN18,2.0,TRITON IS FAMILY COMPANY NAME AND 18 IS LUCKY NUMBER,18 - HOSTILE,N
VIK96SS,2.0,NAME + YR OF CAR,"SS - HOSTILE, 03 Mitsubishi on ANI",N
VIVI13,2.0,NICK NAME AND FAVORITE NUMBER,13 - GANG,N
WAIFUU,2.0,WAIFU STANDS FOR WIFE,WAIFU STANDS FOR WIFE,Y
WRXXXY,1.0,WRX SUBARU MODEL,XXX - SEXUAL,N
XGNGV2U,2.0,SONG LYRICS,TO YOU - HOSTILE?,N
2HOT4UU,2.0,EXACTLY THE WAY IT SOUNDS IN ENGLISH,EXACTLY THE WAY IT SOUNDS IN ENGLISH,Y
51 OG,2.0,OLS SCHOOL 1951 CHEVY TRUCK,OLS SCHOOL 1951 CHEVY TRUCK,Y
6IX 6IX,1.0,CAR IS A 1966,"69 69 - SEXUAL; SIXSIX is current, two 66 Chevys on ANI",N
SKRU LUS,2.0,I HAVE A SCREW LOOSE,I HAVE A SCREW LOOSE,Y
INGRAM#,2.0,LAST NAME,LAST NAME,Y
$MIRA G,2.0,LOVE MY DAUGHTER MIRA,LOVE MY DAUGHTER MIRA,Y
ARSNL SC,2.0,ARSENAL SOCCER CLUB,ARSENAL SOCCER CLUB,Y
GEE 4SE,2.0,G-FORCE; FORCE OF GRAVITY,G-FORCE; FORCE OF GRAVITY,Y
MORA 69R,1.0,LAST NAME FAVORITE NUMBER,69ER - SEXUAL; can’t see ANI,N
P VALUE,1.0,"WHEN YOU PERFORM A HYPOTHESIS TEST IN STATISTICS, A P-VALUE HELPS YOU DETERMINE THE SIGNIFICANCE OF YOUR RESULTS",STANDALONE P - PUSSY?,N
VAN EATR,2.0,VAN EATER (EATS VANS),EATER - HOSTILE,N
Y NOT U2,2.0,WHY NOT YOU HAVE HEALTH & WEALTH,WHY NOT YOU HAVE HEALTH & WEALTH,Y
84 SUCIA,3.0,"84 IS THE YEAR OF THE CAR. ""SUCIA"" IS SLANG FOR ""DIRTY CAR"".  THE CAR IS A LOWRIDER",SUCIA MEANS DIRTY GIRL OR WHORE IN SPANISH,N
B52TGUN,2.0,B 52 TAIL GUNNER,B-52 AIRPLANE GUN - HOSTILE,N
JACKAL8,1.0,MY MOTORCYCLE IS LIKE A JACKAL,JACULATE/EJACULATE - SEXUAL,N
ARCE 82,2.0,LAST NAMES DOB YEAR,ARCE=ASS,N
BADMEX3,2.0,BAD MEXICAN 3,BAD MEXICAN; RACIAL,N
BIGWAKS,2.0,LARGE OPERATIONS,SEXUAL,N
BOOZ 72,2.0,MY NICK NAME AND YEAR OF CAR AND BIRTH YEAR,ALCOHOL,N
CUEVA88,2.0,LAST NAME AND BIRTH DATE,88,N
DEADPL8,2.0,DEADPOOL 8,DEAD,N
DNNY WET,2.0,NICKNAME,WET COULD BE SEXUAL,N
DRAGUNN,2.0,BORN IN THE YEAR OF THE DRAGON,BORN IN THE YEAR OF THE DRAGON,Y
DR TT,1.0,TITLE AND INITIALS OF THE PERSON,DOCTOR TITI,N
FFA8888,4.0,MODEL FF LUCK 8,FOUR 8'S,N
FIM1UR2,2.0,IF I AM 1 YOU ARE 2,IF I AM 1 YOU ARE 2,Y
FKENEWS,2.0,FAKE NEWS,FAKE NEWS; POLITICAL,N
FULLOAD,1.0,MASTER DELUXE (FULLY LOADED),SEXUAL,N
HARAM83,2.0,A FALLEN WARRIOR,HAREM,N
HYENUF,2.0,VECHICLE IS A ORIGINAL 1974 FORD QUADRAVAN 4X4 LIFTED VAN,HIGH ENOUGH; DRUG CONNOTATIONS,N
ILOVE13,4.0,SPECIAL MEANING,13=GANG,N
IMCUMNS,2.0,"IM COMING, CUMMINS DIESLE ENGINES",IM CUMIN'; SEXUAL,N
IS IS,4.0,LEXUS IS,LOOKS LIKE ISIS,N
LADY3PO,2.0,IT'S MY NICKNAME. I AM A BIG C-3PO AND STAR WARS FAN :),LADY 3 PISSED OFF,N
ME REDS,4.0,ME REDS,ME REDS,Y
MINNI B,2.0,DRIVER'S NICKNAME,STAND ALONE 'B',N
MISSX,2.0,CAR NAME,MISS SEX,N
MR1LB,2.0,MY INITIALS (W/ A 1) AND LEBRON JAMES,MR 1 POUND; DRUG RELATED?,N
M4 GILL,2.0,LAST NAME AND NAME OF THE CAR,M4=FIREARM (COULDN'T LOCATE ON DCS),N
M6UCNB9,1.0,MY SPOUSE AND I WERE BOTH BORN IN 1969,69',N
NEGRO S1,4.0,NICKNAME,NEGRO; RACIAL,N
OG754X4,2.0,ORIGINAL 1975 4X4,ORIGINAL 1975 4X4,Y
O1SIK13,4.0,ONE SICK 2013 REFERS TO THE YEAR MY SILVERADO WAS MADE.,13=GANG,N
PSY T9X,2.0,TWO FAVORITE RECORD LABELS,PUSSY,N
RD HNTR,2.0,ROAD HUNTER,ROAD HUNTER,Y
RED EH3,2.0,RED EH3 IS MEANING RED HONDA CIVIC SI 92,RED EH3 IS MEANING RED HONDA CIVIC SI 92,Y
RMAD69,1.0,INICIALES DE AMIGOS,SEXUAL; 69,N
RO357JI,2.0,LAST NAMES,LAST NAMES,Y
SENUDES,1.0,COMMEMORATIVE PLATE TO MY DOG WHICH PASSED AWAY,SEE NUDES,N
SKUNK3,2.0,SMELLY  CAR,SKUNK=WEED,N
TACO DVR,1.0,"TACO=TOYOTA TACOMA (MY TRUCK) DVR=DIVER, I'M A SCUBA DIVE MASTER INSTRUCTOR",TACO DIVER,N
TRIGGRD,2.0,"MY FAMILY ALWAYS MAKES FUN OF ME FOR GETTING SO OFFENDED BY LITTLE THINGS SAYING IM ALWAYS ""TRIGGERED"".",TRIGGER D REFERS TO FIREARMS,N
